filepaths,labels,data set
train/mushing/006.jpg,mushing,train
train/mushing/007.jpg,mushing,train
train/mushing/008.jpg,mushing,train
train/mushing/009.jpg,mushing,train
train/mushing/010.jpg,mushing,train
train/mushing/011.jpg,mushing,train
train/mushing/012.jpg,mushing,train
train/mushing/013.jpg,mushing,train
train/mushing/014.jpg,mushing,train
train/mushing/015.jpg,mushing,train
train/mushing/016.jpg,mushing,train
train/mushing/017.jpg,mushing,train
train/mushing/018.jpg,mushing,train
train/mushing/019.jpg,mushing,train
train/mushing/020.jpg,mushing,train
train/mushing/021.jpg,mushing,train
train/mushing/022.jpg,mushing,train
train/mushing/023.jpg,mushing,train
train/mushing/024.jpg,mushing,train
train/mushing/025.jpg,mushing,train
train/mushing/026.jpg,mushing,train
train/mushing/027.jpg,mushing,train
train/mushing/028.jpg,mushing,train
train/mushing/029.jpg,mushing,train
train/mushing/030.jpg,mushing,train
train/mushing/031.jpg,mushing,train
train/mushing/032.jpg,mushing,train
train/mushing/033.jpg,mushing,train
train/mushing/034.jpg,mushing,train
train/mushing/035.jpg,mushing,train
train/mushing/036.jpg,mushing,train
train/mushing/037.jpg,mushing,train
train/mushing/038.jpg,mushing,train
train/mushing/039.jpg,mushing,train
train/mushing/040.jpg,mushing,train
train/mushing/041.jpg,mushing,train
train/mushing/042.jpg,mushing,train
train/mushing/043.jpg,mushing,train
train/mushing/044.jpg,mushing,train
train/mushing/045.jpg,mushing,train
train/mushing/046.jpg,mushing,train
train/mushing/047.jpg,mushing,train
train/mushing/048.jpg,mushing,train
train/mushing/049.jpg,mushing,train
train/mushing/050.jpg,mushing,train
train/mushing/051.jpg,mushing,train
train/mushing/052.jpg,mushing,train
train/mushing/053.jpg,mushing,train
train/mushing/054.jpg,mushing,train
train/mushing/055.jpg,mushing,train
train/mushing/056.jpg,mushing,train
train/mushing/057.jpg,mushing,train
train/mushing/058.jpg,mushing,train
train/mushing/059.jpg,mushing,train
train/mushing/060.jpg,mushing,train
train/mushing/061.jpg,mushing,train
train/mushing/062.jpg,mushing,train
train/mushing/063.jpg,mushing,train
train/mushing/064.jpg,mushing,train
train/mushing/065.jpg,mushing,train
train/mushing/066.jpg,mushing,train
train/mushing/067.jpg,mushing,train
train/mushing/068.jpg,mushing,train
train/mushing/069.jpg,mushing,train
train/mushing/070.jpg,mushing,train
train/mushing/071.jpg,mushing,train
train/mushing/072.jpg,mushing,train
train/mushing/073.jpg,mushing,train
train/mushing/074.jpg,mushing,train
train/mushing/075.jpg,mushing,train
train/mushing/076.jpg,mushing,train
train/mushing/077.jpg,mushing,train
train/mushing/078.jpg,mushing,train
train/mushing/079.jpg,mushing,train
train/mushing/080.jpg,mushing,train
train/mushing/081.jpg,mushing,train
train/mushing/082.jpg,mushing,train
train/mushing/083.jpg,mushing,train
train/mushing/084.jpg,mushing,train
train/mushing/085.jpg,mushing,train
train/mushing/086.jpg,mushing,train
train/mushing/087.jpg,mushing,train
train/mushing/088.jpg,mushing,train
train/mushing/089.jpg,mushing,train
train/mushing/090.jpg,mushing,train
train/mushing/091.jpg,mushing,train
train/mushing/092.jpg,mushing,train
train/mushing/093.jpg,mushing,train
train/mushing/094.jpg,mushing,train
train/mushing/095.jpg,mushing,train
train/mushing/096.jpg,mushing,train
train/mushing/097.jpg,mushing,train
train/mushing/098.jpg,mushing,train
train/mushing/099.jpg,mushing,train
train/mushing/100.jpg,mushing,train
train/mushing/101.jpg,mushing,train
train/mushing/102.jpg,mushing,train
train/mushing/103.jpg,mushing,train
train/mushing/104.jpg,mushing,train
train/mushing/105.jpg,mushing,train
train/mushing/106.jpg,mushing,train
train/mushing/107.jpg,mushing,train
train/mushing/108.jpg,mushing,train
train/mushing/109.jpg,mushing,train
train/mushing/110.jpg,mushing,train
train/mushing/111.jpg,mushing,train
train/nascar racing/001.jpg,nascar racing,train
train/nascar racing/002.jpg,nascar racing,train
train/nascar racing/003.jpg,nascar racing,train
train/nascar racing/004.jpg,nascar racing,train
train/nascar racing/005.jpg,nascar racing,train
train/nascar racing/006.jpg,nascar racing,train
train/nascar racing/007.jpg,nascar racing,train
train/nascar racing/008.jpg,nascar racing,train
train/nascar racing/009.jpg,nascar racing,train
train/nascar racing/010.jpg,nascar racing,train
train/nascar racing/011.jpg,nascar racing,train
train/nascar racing/012.jpg,nascar racing,train
train/nascar racing/013.jpg,nascar racing,train
train/nascar racing/014.jpg,nascar racing,train
train/nascar racing/015.jpg,nascar racing,train
train/nascar racing/016.jpg,nascar racing,train
train/nascar racing/017.jpg,nascar racing,train
train/nascar racing/018.jpg,nascar racing,train
train/nascar racing/019.jpg,nascar racing,train
train/nascar racing/020.jpg,nascar racing,train
train/nascar racing/021.jpg,nascar racing,train
train/nascar racing/022.jpg,nascar racing,train
train/nascar racing/023.jpg,nascar racing,train
train/nascar racing/024.jpg,nascar racing,train
train/nascar racing/025.jpg,nascar racing,train
train/nascar racing/026.jpg,nascar racing,train
train/nascar racing/027.jpg,nascar racing,train
train/nascar racing/028.jpg,nascar racing,train
train/nascar racing/029.jpg,nascar racing,train
train/nascar racing/030.jpg,nascar racing,train
train/nascar racing/031.jpg,nascar racing,train
train/nascar racing/032.jpg,nascar racing,train
train/nascar racing/033.jpg,nascar racing,train
train/nascar racing/034.jpg,nascar racing,train
train/nascar racing/035.jpg,nascar racing,train
train/nascar racing/036.jpg,nascar racing,train
train/nascar racing/037.jpg,nascar racing,train
train/nascar racing/038.jpg,nascar racing,train
train/nascar racing/039.jpg,nascar racing,train
train/nascar racing/040.jpg,nascar racing,train
train/nascar racing/041.jpg,nascar racing,train
train/nascar racing/042.jpg,nascar racing,train
train/nascar racing/043.jpg,nascar racing,train
train/nascar racing/044.jpg,nascar racing,train
train/nascar racing/045.jpg,nascar racing,train
train/nascar racing/046.jpg,nascar racing,train
train/nascar racing/047.jpg,nascar racing,train
train/nascar racing/048.jpg,nascar racing,train
train/nascar racing/049.jpg,nascar racing,train
train/nascar racing/050.jpg,nascar racing,train
train/nascar racing/051.jpg,nascar racing,train
train/nascar racing/052.jpg,nascar racing,train
train/nascar racing/053.jpg,nascar racing,train
train/nascar racing/054.jpg,nascar racing,train
train/nascar racing/055.jpg,nascar racing,train
train/nascar racing/056.jpg,nascar racing,train
train/nascar racing/057.jpg,nascar racing,train
train/nascar racing/058.jpg,nascar racing,train
train/nascar racing/059.jpg,nascar racing,train
train/nascar racing/060.jpg,nascar racing,train
train/nascar racing/061.jpg,nascar racing,train
train/nascar racing/062.jpg,nascar racing,train
train/nascar racing/063.jpg,nascar racing,train
train/nascar racing/064.jpg,nascar racing,train
train/nascar racing/065.jpg,nascar racing,train
train/nascar racing/066.jpg,nascar racing,train
train/nascar racing/067.jpg,nascar racing,train
train/nascar racing/068.jpg,nascar racing,train
train/nascar racing/069.jpg,nascar racing,train
train/nascar racing/070.jpg,nascar racing,train
train/nascar racing/071.jpg,nascar racing,train
train/nascar racing/072.jpg,nascar racing,train
train/nascar racing/073.jpg,nascar racing,train
train/nascar racing/074.jpg,nascar racing,train
train/nascar racing/075.jpg,nascar racing,train
train/nascar racing/076.jpg,nascar racing,train
train/nascar racing/077.jpg,nascar racing,train
train/nascar racing/078.jpg,nascar racing,train
train/nascar racing/079.jpg,nascar racing,train
train/nascar racing/080.jpg,nascar racing,train
train/nascar racing/081.jpg,nascar racing,train
train/nascar racing/082.jpg,nascar racing,train
train/nascar racing/083.jpg,nascar racing,train
train/nascar racing/084.jpg,nascar racing,train
train/nascar racing/085.jpg,nascar racing,train
train/nascar racing/086.jpg,nascar racing,train
train/nascar racing/087.jpg,nascar racing,train
train/nascar racing/088.jpg,nascar racing,train
train/nascar racing/089.jpg,nascar racing,train
train/nascar racing/090.jpg,nascar racing,train
train/nascar racing/091.jpg,nascar racing,train
train/nascar racing/092.jpg,nascar racing,train
train/nascar racing/093.jpg,nascar racing,train
train/nascar racing/094.jpg,nascar racing,train
train/nascar racing/095.jpg,nascar racing,train
train/nascar racing/096.jpg,nascar racing,train
train/nascar racing/097.jpg,nascar racing,train
train/nascar racing/098.jpg,nascar racing,train
train/nascar racing/099.jpg,nascar racing,train
train/nascar racing/100.jpg,nascar racing,train
train/nascar racing/101.jpg,nascar racing,train
train/nascar racing/102.jpg,nascar racing,train
train/nascar racing/103.jpg,nascar racing,train
train/nascar racing/104.jpg,nascar racing,train
train/nascar racing/105.jpg,nascar racing,train
train/nascar racing/106.jpg,nascar racing,train
train/nascar racing/107.jpg,nascar racing,train
train/nascar racing/108.jpg,nascar racing,train
train/nascar racing/109.jpg,nascar racing,train
train/nascar racing/110.jpg,nascar racing,train
train/nascar racing/111.jpg,nascar racing,train
train/nascar racing/112.jpg,nascar racing,train
train/nascar racing/113.jpg,nascar racing,train
train/nascar racing/114.jpg,nascar racing,train
train/nascar racing/115.jpg,nascar racing,train
train/nascar racing/116.jpg,nascar racing,train
train/nascar racing/117.jpg,nascar racing,train
train/nascar racing/118.jpg,nascar racing,train
train/nascar racing/119.jpg,nascar racing,train
train/nascar racing/120.jpg,nascar racing,train
train/nascar racing/121.jpg,nascar racing,train
train/nascar racing/122.jpg,nascar racing,train
train/nascar racing/123.jpg,nascar racing,train
train/nascar racing/124.jpg,nascar racing,train
train/nascar racing/125.jpg,nascar racing,train
train/nascar racing/126.jpg,nascar racing,train
train/nascar racing/127.jpg,nascar racing,train
train/nascar racing/128.jpg,nascar racing,train
train/nascar racing/129.jpg,nascar racing,train
train/nascar racing/130.jpg,nascar racing,train
train/nascar racing/131.jpg,nascar racing,train
train/nascar racing/132.jpg,nascar racing,train
train/nascar racing/133.jpg,nascar racing,train
train/nascar racing/134.jpg,nascar racing,train
train/nascar racing/135.jpg,nascar racing,train
train/nascar racing/136.jpg,nascar racing,train
train/nascar racing/137.jpg,nascar racing,train
train/nascar racing/138.jpg,nascar racing,train
train/nascar racing/139.jpg,nascar racing,train
train/nascar racing/140.jpg,nascar racing,train
train/nascar racing/141.jpg,nascar racing,train
train/nascar racing/142.jpg,nascar racing,train
train/nascar racing/143.jpg,nascar racing,train
train/nascar racing/144.jpg,nascar racing,train
train/nascar racing/145.jpg,nascar racing,train
train/nascar racing/146.jpg,nascar racing,train
train/nascar racing/147.jpg,nascar racing,train
train/nascar racing/148.jpg,nascar racing,train
train/nascar racing/149.jpg,nascar racing,train
train/nascar racing/150.jpg,nascar racing,train
train/nascar racing/151.jpg,nascar racing,train
train/nascar racing/152.jpg,nascar racing,train
train/nascar racing/153.jpg,nascar racing,train
train/nascar racing/154.jpg,nascar racing,train
train/nascar racing/155.jpg,nascar racing,train
train/nascar racing/156.jpg,nascar racing,train
train/nascar racing/157.jpg,nascar racing,train
train/nascar racing/158.jpg,nascar racing,train
train/nascar racing/159.jpg,nascar racing,train
train/nascar racing/160.jpg,nascar racing,train
train/nascar racing/161.jpg,nascar racing,train
train/nascar racing/162.jpg,nascar racing,train
train/nascar racing/163.jpg,nascar racing,train
train/nascar racing/164.jpg,nascar racing,train
train/nascar racing/165.jpg,nascar racing,train
train/nascar racing/166.jpg,nascar racing,train
train/nascar racing/167.jpg,nascar racing,train
train/nascar racing/168.jpg,nascar racing,train
train/nascar racing/169.jpg,nascar racing,train
train/nascar racing/170.jpg,nascar racing,train
train/nascar racing/171.jpg,nascar racing,train
train/nascar racing/172.jpg,nascar racing,train
train/nascar racing/173.jpg,nascar racing,train
train/nascar racing/174.jpg,nascar racing,train
train/nascar racing/175.jpg,nascar racing,train
train/nascar racing/176.jpg,nascar racing,train
train/nascar racing/177.jpg,nascar racing,train
train/nascar racing/178.jpg,nascar racing,train
train/nascar racing/179.jpg,nascar racing,train
train/nascar racing/180.jpg,nascar racing,train
train/nascar racing/181.jpg,nascar racing,train
train/nascar racing/182.jpg,nascar racing,train
train/nascar racing/183.jpg,nascar racing,train
train/nascar racing/184.jpg,nascar racing,train
train/nascar racing/185.jpg,nascar racing,train
train/nascar racing/186.jpg,nascar racing,train
train/nascar racing/187.jpg,nascar racing,train
train/nascar racing/188.jpg,nascar racing,train
train/nascar racing/189.jpg,nascar racing,train
train/nascar racing/190.jpg,nascar racing,train
train/olympic wrestling/001.jpg,olympic wrestling,train
train/olympic wrestling/002.jpg,olympic wrestling,train
train/olympic wrestling/003.jpg,olympic wrestling,train
train/olympic wrestling/004.jpg,olympic wrestling,train
train/olympic wrestling/005.jpg,olympic wrestling,train
train/olympic wrestling/006.jpg,olympic wrestling,train
train/olympic wrestling/007.jpg,olympic wrestling,train
train/olympic wrestling/008.jpg,olympic wrestling,train
train/olympic wrestling/009.jpg,olympic wrestling,train
train/olympic wrestling/010.jpg,olympic wrestling,train
train/olympic wrestling/011.jpg,olympic wrestling,train
train/olympic wrestling/012.jpg,olympic wrestling,train
train/olympic wrestling/013.jpg,olympic wrestling,train
train/olympic wrestling/014.jpg,olympic wrestling,train
train/olympic wrestling/015.jpg,olympic wrestling,train
train/olympic wrestling/016.jpg,olympic wrestling,train
train/olympic wrestling/017.jpg,olympic wrestling,train
train/olympic wrestling/018.jpg,olympic wrestling,train
train/olympic wrestling/019.jpg,olympic wrestling,train
train/olympic wrestling/020.jpg,olympic wrestling,train
train/olympic wrestling/021.jpg,olympic wrestling,train
train/olympic wrestling/022.jpg,olympic wrestling,train
train/olympic wrestling/023.jpg,olympic wrestling,train
train/olympic wrestling/024.jpg,olympic wrestling,train
train/olympic wrestling/025.jpg,olympic wrestling,train
train/olympic wrestling/026.jpg,olympic wrestling,train
train/olympic wrestling/027.jpg,olympic wrestling,train
train/olympic wrestling/028.jpg,olympic wrestling,train
train/olympic wrestling/029.jpg,olympic wrestling,train
train/olympic wrestling/030.jpg,olympic wrestling,train
train/olympic wrestling/031.jpg,olympic wrestling,train
train/olympic wrestling/032.jpg,olympic wrestling,train
train/olympic wrestling/033.jpg,olympic wrestling,train
train/olympic wrestling/034.jpg,olympic wrestling,train
train/olympic wrestling/035.jpg,olympic wrestling,train
train/olympic wrestling/036.jpg,olympic wrestling,train
train/olympic wrestling/037.jpg,olympic wrestling,train
train/olympic wrestling/038.jpg,olympic wrestling,train
train/olympic wrestling/039.jpg,olympic wrestling,train
train/olympic wrestling/040.jpg,olympic wrestling,train
train/olympic wrestling/041.jpg,olympic wrestling,train
train/olympic wrestling/042.jpg,olympic wrestling,train
train/olympic wrestling/043.jpg,olympic wrestling,train
train/olympic wrestling/044.jpg,olympic wrestling,train
train/olympic wrestling/045.jpg,olympic wrestling,train
train/olympic wrestling/046.jpg,olympic wrestling,train
train/olympic wrestling/047.jpg,olympic wrestling,train
train/olympic wrestling/048.jpg,olympic wrestling,train
train/olympic wrestling/049.jpg,olympic wrestling,train
train/olympic wrestling/050.jpg,olympic wrestling,train
train/olympic wrestling/051.jpg,olympic wrestling,train
train/olympic wrestling/052.jpg,olympic wrestling,train
train/olympic wrestling/053.jpg,olympic wrestling,train
train/olympic wrestling/054.jpg,olympic wrestling,train
train/olympic wrestling/055.jpg,olympic wrestling,train
train/olympic wrestling/056.jpg,olympic wrestling,train
train/olympic wrestling/057.jpg,olympic wrestling,train
train/olympic wrestling/058.jpg,olympic wrestling,train
train/olympic wrestling/059.jpg,olympic wrestling,train
train/olympic wrestling/060.jpg,olympic wrestling,train
train/olympic wrestling/061.jpg,olympic wrestling,train
train/olympic wrestling/062.jpg,olympic wrestling,train
